id,model,description,label,split,selected_ai_model,selection_seed,selection_strategy,dataset_revision
06133,MTG-Jamendo,"easylistening, soundtrack, strings",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03633,Stable Audio v1,"easylistening, soundtrack, strings",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06134,MTG-Jamendo,"easylistening, world, orchestral",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04134,Stable Audio v2,"easylistening, world, orchestral",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06135,MTG-Jamendo,"electronic, ambient, chillout",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00281,MusicGen Small,"electronic, ambient, chillout",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06138,MTG-Jamendo,"electronic, ambient, experimental",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03638,Stable Audio v1,"electronic, ambient, experimental",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06139,MTG-Jamendo,"electronic, ambient, flute",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05139,Suno v3,"electronic, ambient, flute",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06140,MTG-Jamendo,"electronic, ambient, folk",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02549,Riffusion,"electronic, ambient, folk",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06141,MTG-Jamendo,"electronic, ambient, hiphop",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01240,MusicGen Large,"electronic, ambient, hiphop",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06142,MTG-Jamendo,"electronic, ambient, house",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00677,MusicGen Medium,"electronic, ambient, house",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06143,MTG-Jamendo,"electronic, ambient, postrock",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05643,Suno v3.5,"electronic, ambient, postrock",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06144,MTG-Jamendo,"electronic, ambient, singersongwriter",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05144,Suno v3,"electronic, ambient, singersongwriter",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06145,MTG-Jamendo,"electronic, ambient, soundtrack",0,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02451,AudioLDM 2 Music,"electronic, ambient, soundtrack",1,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06147,MTG-Jamendo,"electronic, ambient, synthesizer",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01345,MusicGen Large,"electronic, ambient, synthesizer",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06149,MTG-Jamendo,"electronic, ambient, triphop",0,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03149,Mustango,"electronic, ambient, triphop",1,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06150,MTG-Jamendo,"electronic, bass, drums",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03650,Stable Audio v1,"electronic, bass, drums",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06151,MTG-Jamendo,"electronic, breakbeat, idm",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00484,MusicGen Small,"electronic, breakbeat, idm",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06152,MTG-Jamendo,"electronic, chillout, drums",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04652,Udio,"electronic, chillout, drums",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06155,MTG-Jamendo,"electronic, chillout, idm",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03655,Stable Audio v1,"electronic, chillout, idm",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06157,MTG-Jamendo,"electronic, chillout, synthpop",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04157,Stable Audio v2,"electronic, chillout, synthpop",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06158,MTG-Jamendo,"electronic, chillout, trance",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05658,Suno v3.5,"electronic, chillout, trance",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06160,MTG-Jamendo,"electronic, dance, beat",0,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02000,AudioLDM 2 Large,"electronic, dance, beat",1,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06161,MTG-Jamendo,"electronic, dance, christmas",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04661,Udio,"electronic, dance, christmas",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06162,MTG-Jamendo,"electronic, disco, experimental",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02637,Riffusion,"electronic, disco, experimental",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06163,MTG-Jamendo,"electronic, downtempo, choir",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00402,MusicGen Small,"electronic, downtempo, choir",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06164,MTG-Jamendo,"electronic, downtempo, christmas",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05664,Suno v3.5,"electronic, downtempo, christmas",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06166,MTG-Jamendo,"electronic, downtempo, dubstep",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00876,MusicGen Medium,"electronic, downtempo, dubstep",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06167,MTG-Jamendo,"electronic, downtempo, guitar",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01182,MusicGen Large,"electronic, downtempo, guitar",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06169,MTG-Jamendo,"electronic, downtempo, piano",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04169,Stable Audio v2,"electronic, downtempo, piano",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06170,MTG-Jamendo,"electronic, downtempo, triphop",0,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03170,Mustango,"electronic, downtempo, triphop",1,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06172,MTG-Jamendo,"electronic, dubstep, happy",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01378,MusicGen Large,"electronic, dubstep, happy",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06174,MTG-Jamendo,"electronic, dubstep, voice",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04674,Udio,"electronic, dubstep, voice",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06175,MTG-Jamendo,"electronic, easylistening, ambient",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04175,Stable Audio v2,"electronic, easylistening, ambient",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06176,MTG-Jamendo,"electronic, easylistening, chillout",0,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02429,AudioLDM 2 Music,"electronic, easylistening, chillout",1,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06178,MTG-Jamendo,"electronic, easylistening, downtempo",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00614,MusicGen Medium,"electronic, easylistening, downtempo",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06179,MTG-Jamendo,"electronic, easylistening, hiphop",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00621,MusicGen Medium,"electronic, easylistening, hiphop",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06182,MTG-Jamendo,"electronic, easylistening, upbeat",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02721,Riffusion,"electronic, easylistening, upbeat",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06183,MTG-Jamendo,"electronic, experimental, drums",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04183,Stable Audio v2,"electronic, experimental, drums",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06185,MTG-Jamendo,"electronic, experimental, percussion",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02956,Riffusion,"electronic, experimental, percussion",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06188,MTG-Jamendo,"electronic, funk, african",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04188,Stable Audio v2,"electronic, funk, african",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06189,MTG-Jamendo,"electronic, funk, ambient",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04689,Udio,"electronic, funk, ambient",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06191,MTG-Jamendo,"electronic, funk, jazz",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05191,Suno v3,"electronic, funk, jazz",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06192,MTG-Jamendo,"electronic, funk, synthpop",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05692,Suno v3.5,"electronic, funk, synthpop",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06193,MTG-Jamendo,"electronic, hiphop, reggae",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05693,Suno v3.5,"electronic, hiphop, reggae",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06194,MTG-Jamendo,"electronic, house, deep",0,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01557,AudioLDM 2 Large,"electronic, house, deep",1,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06195,MTG-Jamendo,"electronic, house, dubstep",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00987,MusicGen Medium,"electronic, house, dubstep",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06196,MTG-Jamendo,"electronic, house, hard",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05196,Suno v3,"electronic, house, hard",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06197,MTG-Jamendo,"electronic, house, singersongwriter",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01126,MusicGen Large,"electronic, house, singersongwriter",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06198,MTG-Jamendo,"electronic, industrial, dark",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02980,Riffusion,"electronic, industrial, dark",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06199,MTG-Jamendo,"electronic, industrial, soundtrack",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00353,MusicGen Small,"electronic, industrial, soundtrack",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06200,MTG-Jamendo,"electronic, jazz, experimental",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04200,Stable Audio v2,"electronic, jazz, experimental",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06201,MTG-Jamendo,"electronic, jazz, hiphop",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04701,Udio,"electronic, jazz, hiphop",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06202,MTG-Jamendo,"electronic, lounge, chillout",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04202,Stable Audio v2,"electronic, lounge, chillout",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06203,MTG-Jamendo,"electronic, lounge, dance",0,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03203,Mustango,"electronic, lounge, dance",1,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06204,MTG-Jamendo,"electronic, lounge, jazz",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00605,MusicGen Medium,"electronic, lounge, jazz",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06205,MTG-Jamendo,"electronic, lounge, percussion",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01133,MusicGen Large,"electronic, lounge, percussion",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06206,MTG-Jamendo,"electronic, lounge, piano",0,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03206,Mustango,"electronic, lounge, piano",1,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06208,MTG-Jamendo,"electronic, orchestral, piano",0,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01993,AudioLDM 2 Large,"electronic, orchestral, piano",1,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06209,MTG-Jamendo,"electronic, oriental, synthesizer",0,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03209,Mustango,"electronic, oriental, synthesizer",1,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06210,MTG-Jamendo,"electronic, slow, bass",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04710,Udio,"electronic, slow, bass",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06211,MTG-Jamendo,"electronic, soundtrack, beat",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00816,MusicGen Medium,"electronic, soundtrack, beat",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06212,MTG-Jamendo,"electronic, soundtrack, celtic",0,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01529,AudioLDM 2 Large,"electronic, soundtrack, celtic",1,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06213,MTG-Jamendo,"electronic, soundtrack, guitar",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05713,Suno v3.5,"electronic, soundtrack, guitar",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06217,MTG-Jamendo,"electronic, synthesizer, guitar",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04217,Stable Audio v2,"electronic, synthesizer, guitar",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06219,MTG-Jamendo,"electronic, techno, deep",0,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03219,Mustango,"electronic, techno, deep",1,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06220,MTG-Jamendo,"electronic, techno, experimental",0,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03220,Mustango,"electronic, techno, experimental",1,train,Mustango,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06222,MTG-Jamendo,"electronic, techno, hard",0,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02432,AudioLDM 2 Music,"electronic, techno, hard",1,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06226,MTG-Jamendo,"electronic, techno, progressive",0,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
01446,MusicGen Large,"electronic, techno, progressive",1,train,MusicGen Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06227,MTG-Jamendo,"electronic, techno, synthesizer",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02635,Riffusion,"electronic, techno, synthesizer",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06229,MTG-Jamendo,"electronic, trance, dance",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05729,Suno v3.5,"electronic, trance, dance",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06230,MTG-Jamendo,"electronic, trance, keyboard",0,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00071,MusicGen Small,"electronic, trance, keyboard",1,train,MusicGen Small,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06231,MTG-Jamendo,"electronic, trance, space",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03731,Stable Audio v1,"electronic, trance, space",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06233,MTG-Jamendo,"electronic, triphop, guitar",0,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05233,Suno v3,"electronic, triphop, guitar",1,train,Suno v3,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06234,MTG-Jamendo,"electronic, triphop, hiphop",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05734,Suno v3.5,"electronic, triphop, hiphop",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06235,MTG-Jamendo,"electronic, triphop, idm",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03735,Stable Audio v1,"electronic, triphop, idm",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06237,MTG-Jamendo,"electronic, triphop, reggae",0,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02233,AudioLDM 2 Music,"electronic, triphop, reggae",1,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06239,MTG-Jamendo,"electronic, world, oriental",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04239,Stable Audio v2,"electronic, world, oriental",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06241,MTG-Jamendo,"experimental, choir, orchestra",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04241,Stable Audio v2,"experimental, choir, orchestra",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06244,MTG-Jamendo,"experimental, electronica, orchestra",0,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02860,Riffusion,"experimental, electronica, orchestra",1,train,Riffusion,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06245,MTG-Jamendo,"experimental, hardrock, electricguitar",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00503,MusicGen Medium,"experimental, hardrock, electricguitar",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06246,MTG-Jamendo,"experimental, orchestral, harp",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04746,Udio,"experimental, orchestral, harp",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06248,MTG-Jamendo,"experimental, reggae, rap",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05748,Suno v3.5,"experimental, reggae, rap",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06251,MTG-Jamendo,"experimental, slow, synthesizer",0,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04751,Udio,"experimental, slow, synthesizer",1,train,Udio,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06252,MTG-Jamendo,"experimental, soundtrack, percussion",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05752,Suno v3.5,"experimental, soundtrack, percussion",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06253,MTG-Jamendo,"experimental, trance, piano",0,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02436,AudioLDM 2 Music,"experimental, trance, piano",1,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06254,MTG-Jamendo,"folk, celtic, harp",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00574,MusicGen Medium,"folk, celtic, harp",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06255,MTG-Jamendo,"folk, celtic, medieval",0,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
03755,Stable Audio v1,"folk, celtic, medieval",1,train,Stable Audio v1,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06256,MTG-Jamendo,"folk, celtic, violin",0,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
00653,MusicGen Medium,"folk, celtic, violin",1,train,MusicGen Medium,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06257,MTG-Jamendo,"folk, country, acousticguitar",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04257,Stable Audio v2,"folk, country, acousticguitar",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06259,MTG-Jamendo,"folk, country, latin",0,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
02192,AudioLDM 2 Music,"folk, country, latin",1,train,AudioLDM 2 Music,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06260,MTG-Jamendo,"folk, country, singersongwriter",0,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
05760,Suno v3.5,"folk, country, singersongwriter",1,train,Suno v3.5,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06265,MTG-Jamendo,"funk, jazz, synthesizer",0,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
04265,Stable Audio v2,"funk, jazz, synthesizer",1,train,Stable Audio v2,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
06266,MTG-Jamendo,"funk, soundtrack, dance",0,train,AudioLDM 2 Large,42,balanced_generator_group_split_v1,b84d4be5eda830b6eb714998569dba73530f2601
